reviewText,summary,unixReviewTime,reviewTime
"I think this is supposed to be a comedy?  I wasn't quite sure since there were a couple funny lines, but not anything to make me laugh a lot.  The plot was really dumb, and the characters were typical stereotypical characters.  How many times are we going to see a soccer player as the kicker in football?  Geesh.  I'll pjazz on this show.",Stereotypical characters and dumb plot,1391904000,"02 9, 2014"
The show is overall good but this season took a odd turn. Half the characters from first season at the Rub disappear and the new ones well are a hit and miss.  Overall the relationships between the leads are really good. However the one lead they simply put the the back was the original Rub owner.  She needs more screen time and more development.  Without her there wouldn't be a story.  Like I said   good show overall but definitely needs work on structure and overall story.,Pretty Good Show - Needs a little more.,1370390400,"06 5, 2013"
"I've finished season one and I can't say I'll watch another. It started off great, and I really enjoyed the first half of the season, but then it just got weird, and not in an interesting and entertaining way. I think the cast is great, and the premise is awesome, but the stories need a little help. When tree roots start coming alive, then you know the writers have run out of ideas. Perhaps the second season is better and I should give it a chance, but I'm not in a hurry.",Not Sure,1391040000,"01 30, 2014"
I would recommend this to anyone who has watched the first season it  carries on the storyline and is great watching love all the characters,once upon a time,1380672000,"10 2, 2013"
"Have you ever known someone that thought they were just the cleverest mind in the circle   that had that self indulgent, narcissistic belief that they and they alone could create or solve the most convoluted brain teasers. OK, well maybe some of those attributes. Well, this movie was the film incarnation of that person. Just a predictable boring studio's pointless production of contrivance.",Self Indulgent,1296864000,"02 5, 2011"
"I've really enjoyed some of the creative surprises in this season.  Honestly, it seems like there have been some good &#34;walker&#34; scenes, but the overall plot almost seems to have slightly stalled...however, I look forward to the following episodes!",Walking Dead,1383609600,"11 5, 2013"
Enjoyed watching it.  Clarity was great.  Funny.  Her acting keeps one interested and engaged.  I always thought the world of her acting.,Lucy: wonderful Actress,1369440000,"05 25, 2013"
"Some of the worst television ever produced; it isn't quite bad enough to be revolting, but it's close. The Blacklist tells the story of brave Federal agents stopping terrorists (usually violent domestic activists bent on killing people, unlike the real life domestic activists who are mostly non violent). The agents also spend time at a black ops site where there are no prisoners, no cages, and no torture, again unlike real black ops sites. Like children playing war, the agents race here and there defeating bad guys. It has lots of action and little reflection. So, it shouldn't be surprising that it is mainly based on empty stereotypes. The one bright spot is James Spader's character. He is the father of the female lead (though we haven't been told this yet) and he may, or may not, be an international terrorist. The mystery around this character, and Spader's acting, are compelling, but not enough to overcome the lack of development of the other characters, the silly writing, and the children's tale that is The Blacklist.",Where are the rotten tomatoes?,1386115200,"12 4, 2013"
The story is interesting and true to the period. The cinematography is absolutely mesmerizing. Watching this series is more like watching a feature film on the big screen. I can't wait for Season 3!!!,I love this series!,1401494400,"05 31, 2014"
"Someone said in the long time ago that people see what they expect to see. If &#8220;Room 237&#8221; proves something, it is exactly this famous saying. The film is a documentary about five avid fans of Stanley Kubrick&#8217;s cljazzic &#8220;The Shining,&#8221; who present through voiceover their theories about the hidden meanings by analyzing the details.The idea is great. Execution is not. Each commentator&#8217;s analysis is introduced in a random way, and there is no sense of structure and narrative development in the whole film. The documentary goes on and on jumping from one theory to another without exploring any of these contents.I believe Stanley Kubrick paid attention to every single detail, down to the number of the room, even though I do think some part of these details is accidental. Still, I admire the pjazzion and enthusiasm of these five fans, and some of their analysis are really interesting (about a wrecked red Volkswagen beetle, for instance), but most of them are just far fetched and uninteresting. Fakes moon landing? Oh, please.There is one good thing about the documentary, and that is it has a lot of footage from the original film. After all the merit of watching &#8220;Room 237&#8221; is that it reminds us of how great &#8220;The Shining&#8221; is.","Secrets and Subtexts of ""The Shining"" (And They Are Not Very Interesting)",1394150400,"03 7, 2014"
"This series has a lot going for it, and the best part of it is that it keeps the viewer guessing as to the guilt or innocence of the accused until the very end. Where it fails is that it so successfully engages one into doubting the guilt of the perpetrator that when the denouement comes it seems too quick and out of character. The stories are terrific in painting pictures of a fractured society, with a very ugly underbelly  where people fall through the cracks and terrible things can and do happen. Often the individual sets[ I watched up to number five]deal with horrific events that happened to the perpetrator during childhood, or show children who are adversely affected by the crimes in the present.The first episode is the most chilling and realistic, more for its depiction of negligent and abusive parenting, poverty and the foster care system than for the actual crime. And whoever cast the series dipped into an amazing pool of talent, particularly when it came to the villains and the attorneys. The leading actors are less charismatic and the focus on their private lives took away from the police procedural [always in the first half], which is invariably taut and well written. Despite any shortcomings, I did enjoy the series, and it made me think  sometimes a good thing.","interesting, yet flawed",1377561600,"08 27, 2013"
"Everyone that suffered through any of this lame, idiotic excuse for a film should be paid $1,000,000,000 for every minute they watched. In my case I made it through to 7 minutes & 12 seconds. Probably a record. I want my $7,200,000,000 NOW!!!Is this really suppposed to be funny????????????",I want my money back...,1339286400,"06 10, 2012"
So far it just enough to partly keep my attention. Seems to be geared towards the 18 to 25 demographic. Those big bad adults trying to oppress us teenagers thing.,"Was hoping for more, will watch a couple more episodes to see if it improves.",1396396800,"04 2, 2014"
"good acting, good storyline, engaging. dont need any more words that this. the clothes and styling were boring though not very believable.",good show,1399075200,"05 3, 2014"
"If you really want to see a psychological character study on nymphomania, watch the movie Shame, directed by Steve McQueen. This movie was laborious on every level. So, why the two stars? Uma Thurman! She was the one bright spot in this entire dark mess. Her 10 minute performance was perfection!Maybe Part 2 will reveal  more, but sadly, I won't waste my time seeing it. I enjoy Lars Von Trier's other works, this one was a huge disappointment. First comparing her disease with fly fishing. Then the short vignettes with the mother and father. A little more needed to be brought out in this movie to help explain why Jo is the way she is.Don't waste your time on this, watch Shame instead!","Long, and BORING!",1396137600,"03 30, 2014"
"The newest housewife Yolanda is a good addition.  Taylor And Kim are Bat s*** crazy.  Adrienne is too aloof, and  Lisa too self involved.  Yet, like a bag of potato chips, I can't Just watch one show and walk away.  Now I'm in it for the whole series.",So far the same,1362182400,"03 2, 2013"
I like Jeff Dunham and all his characters. This is a different setting than the standup he's done. I'm still not sure which I like best.,Jeff Dunham Show,1382400000,"10 22, 2013"
"I love this series...cannot even guess what's next....love the duel story lines.Couldn't be sure at first where the center of everything was going to be about, but it progresses well to where it is going, week after week!  You just won't want to miss any story.",Can't stand to miss an episode!,1392681600,"02 18, 2014"
"A show about the lives of not at all likeable people making an app (who cares?), speaking in internet shorthand, to other equally unappealing characters, all in a manor that is trying to prove how &#34;now&#34; and &#34;college educated&#34; it is.  Truly cool people don't try to be cool, they just are.  Truly good shows don't try to prove anything to you, they just tell their stories, and this show is just trying soooo hard.  No thanks.",The cellphone youth.,1368576000,"05 15, 2013"
"My son loves this show, and i have to admit i do too. It is a departure from the dark and some whhat depressing versions of spiderman  we are used to seeing. I love how funny the show is and i find myself laughing a lot.",smj's review,1355356800,"12 13, 2012"
i loved the first 2 seasons but this new season has well not held my attention i dont care what happens to the weird new yorker boyfriend i am not impressed i watched several episodes but i just couldnt get back the desire to watch this season i might try later but really ditch the boyfriend one new yorker in dixie is enough,i was not impressed with the new boyfriend,1390089600,"01 19, 2014"
Single Handed is a detective story that takes place in Ireland I believe. It is full of the stuff of life without the Hollywood theatrics. It is engrossing and worthy of one&#8217;s attention. I highly recommend it.,Detective Mastery,1378339200,"09 5, 2013"
"Very interesting, but presented poorly. Very dry and and uninteresting commentary. Also found it to be very questionable in facts.",Interesting history.,1391817600,"02 8, 2014"
"If you've been watching this show, you know that its always been a bit of a mixed bag. There's some good action, and some of the best effects work on TV, but then there's also sappy family drama stuff that seems like it should be in an ABC Family after school special. If you're OK with that, then this season is more of that. On the plus side, this season adds Doug Jones, and reminds you why he's one of the best creature actors around.",Still mixed,1371686400,"06 20, 2013"
"This review duplicates the one I wrote for Revenge. I love this show and I love being able to watch it commercial free. I've given up expensive TV cable dish providers. I stream Netflix, Amazon, and other free channels with my Roku device and laptop. I dread the day our internet charges sky rocket because the cable dish providers start noticing the money they are losing because of streaming.",I love this show,1352073600,"11 5, 2012"
Nothing good or bad to say about this series.  It is just an average show.  If you are in to real drama go somewhere else,Average series,1379462400,"09 18, 2013"
"I'm not a science fiction or horror fan so my rating may be skewed a bit, but I really thought this show was terrible. First as an Irish American, I am insulted by the stereotype of the Irishman on the show. Not only was shown as a foul mouth drunk, but he states his drunken boorish behavior is acceptable in HIS country. If visited Ireland many times and the Irish do not suffer fools lightly. The only time I see the Irish behave like this is on an American television show. If Hollywood projected negative stereotypes on blacks, Jews or any other culture, there would be an uproar. I'm tired of it. I hope that your silly show fails.",Hated it!,1393200000,"02 24, 2014"
i liked the little bit of partly true and partly fictional story lines.  poetic license for sure but great fun,characters are lovable.,1372550400,"06 30, 2013"
haven't watched yetbut anything frank langella is in is goodone og the best actors to not get any due,waiting,1375142400,"07 30, 2013"
"Which are likely to get in the way for people who know anything about Berkeley politics, real estate, or the cost of living.The counterweight comes from there being SOME interesting characters.",Filled with distracting distortions and simplifications,1394064000,"03 6, 2014"
There are 2 adaptations of Mansfield Park on Amazon Prime.  I watched both of them.  The other I found more to my liking.  This one seemed a bit shallow.,I liked the other adaption better,1395792000,"03 26, 2014"
The evidence is clear we are not alone and have possibly never been must see I have the entire series and it is a good one. Worth the money and the time as the exploration of space may begin and end at home on earth not in the stars.,A Favorite,1397088000,"04 10, 2014"
It's worth the $2.99 in HD (or $1.99 regular) to watch these episodes without the constant commercial interruptions found on the MyLifetime tv streaming. Thank you Amazon Instant Video.,Amazon Instant Video for Project Runway Rocks!,1356480000,"12 26, 2012"
This is another great show with scenery that is not to be missed.  The challenges and rewards allowed the contestants to enjoy the native island culture.,Survivor Cook Islands,1374364800,"07 21, 2013"
"Entertaining,",Five Stars,1404172800,"07 1, 2014"
"Typically, I love Richard Gere and Susan Sarandon. I had high hopes and sadly, this movie just didn't do it for me. I felt the plot was a bit weak and obvious   dull   been done enough already... The supporting actors were just so so. I wish SS had a larger role, I don't enjoy Tim Roth or Monica Raymund, so was disappointed to find they were part of the cast. Thankfully MR didn't have a large part. I watched while doing some hemming, so at least my time wasn't wasted.",Meh,1371859200,"06 22, 2013"
I thought this was a cute show.  I was surprised by how much I liked it. I think it is a show for the family to enjoy together.,Cute,1392595200,"02 17, 2014"
"What would you do on the eve of the planet's destruction? That is the question posited by Abel Ferrara's ""4:44 Last Day On Earth."" The answer, it would seem, is to live it much like any other. I'm a fan of Ferrara as a filmmaker, I find him refreshingly unpredictable. I'm not sure, however, that ""4:44 Last Day On Earth"" conveyed and or made the most of its intriguing premise. While I appreciate that not every apocalyptic endeavor has to be big, bold, and melodramatic  at times this felt so underplayed as to be virtually non existent. While the concept and images advertising the movie may make it seem like a thriller (the word suspenseful is used in the description), this is a slow burn contemplation in which not much happens. Luckily, Ferrera had the wherewithal to cast Willem Dafoe as his central protagonist. Dafoe, as usual, makes for interesting viewing. This seems like an incredibly personal work for Ferrera and the intimacy that Dafoe brings to his performance is never less than fascinating.The inconvenient truth of the situation is that Al Gore and his contemporaries were correct about their dire environmental predictions. Catastrophe, however, is way ahead of schedule and the end of the world has been pinpointed with precision. How? Don't ask. Despite the fact that it is supposedly the last day on earth (not everyone believes it, even though news broadcasts have ended due to the imminent game changer), nothing seems too drastically different in Dafoe's neighborhood. Traffic and pedestrians seem normal, stores and bars are open, you can order Chinese food. There is never a real sense of doom. Most of the movie is spent in one apartment with Dafoe and his girlfriend (Shanyn Leigh) dancing, using Skype, painting, making love, or just hanging out independently. Ferrera's point, perhaps, is that life goes on even if there isn't much of it left. While an interesting notion from an intellectual perspective, it doesn't necessarily make riveting entertainment.I do give ""4:44 Last Day On Earth"" a marginal recommendation (mostly for the performances) for the arthouse crowd, I'm not sure the film will have a universal appeal. At a mere 82 minutes, I kept wishing 4:44 in the morning would arrive sooner. The film has a pleasing grittiness and rawness, and I appreciated the use of actual news footage (constantly playing in the background) to make the apocalypse seem tangible. Once again, don't think this is a thriller! It is a stagnant character piece with minimal dialogue. I'm not sure what I'd do on my last night on earth, I can only hope it would be more interesting than what is presented here. Ferrera's vision is filled with shopping, Chinese take out, and karaoke. An interesting approach, to be sure, but not as compelling as I hoped. Watched it with a friend, he bailed at the 30 minute mark. KGHarris, 7 12.",An Arty And Contemplative Drama Makes The Last Day On Earth As Mundane As Any Other,1342483200,"07 17, 2012"
"The show has funny lines and situations, but they all come at you like a freight train and the result is at the end of the episode you are exhausted. If the scenes were a little more developed and not delivered with the chatter of a machine gun then I am sure it would be funnier as you could fully grasp one situation before moving on tho the next.AS to the comment about a laughter track, I believe as this was targeted at an adult audience, we don't need prompting when we find something funny and to be honest .. it was refreshing not to hear canned laughter. If the slow the pace a little and develop the vignettes themes within the show a little more .. this would could be a funny show.",Sensory overload,1367539200,"05 3, 2013"
"At this piont in Hell's Kitchen things begin to change: there are more people, the crazy factor goes up, there are more reasons to laugh or sractch your heads, more development in the cast shows, the cast is more entertaining to observe and while you hate people it generally helps the show be good.Hell's Kitchen Season 4 steps into the 2nd era of the show and it's a great ride. There is never a boring episode except for the first (When you aren't hooked to the show) and the finale (Where let's face it, it gets slower). This cast was great, development showed, friendships between chef's and friendships with Ramsay were made,  and Ramsay delivered great challenges and insults that set me off laughing.Potneital Spoiler Below         Potnetial Spoiler Below          Potential Spoiler BelowThere are however, three weaknesses with this season. One is obvious, but two more are my thoughts.1)There are couple people who you know can't win the show, and you want them out, but they stay in after multiple instances where choas insues. I don't need to give names as they become obvious.2)It is possible to identify one of the final two chef's, way before the final two, based on gut instinct. Maybe some of you won't feel this way, but its my thoughts. (I liked the chef so I didn't mind in the end)3)Many of you will believe Ramsay made the wrong final two decision. I feel he made the correct one, but this season some of you WILL feel he DID NOT.But I thought this was a great transition for the show and it's a season many of you should enjoy.",Hell's Kitchen Enters A New Era,1343520000,"07 29, 2012"
it's probably meant for the young vampire show and walking dead type show lover. We weren't a fan. probably wouldn't watch it again.,"Ehhh, it's ok",1393545600,"02 28, 2014"
"though the songs get a bit repetitive.  Wonderpets is a cute show that follows three cljazzroom pets as they help various animals (both real and imaginary) in need.  Each episode has two different segments to it that follow the same pattern and is easy for younger children to follow. There are nice messages here and it's very age appropriate for younger children (my 4 and 2 year old love this show).  There is no fighting and very little conflict, and it teaches children to work together towards a common goal.  The songs are catchy and will get stuck in your head, but it's a good change of pace from Dora.",A fun show...,1401235200,"05 28, 2014"
"While the first two seasons were very successful, the third season is awful. THe idea of changing the format slightly is understandable and the creators were probably aftaid of getting in a rut. The problem is that the show was really very good. Until, at first Earls goes to prison, during which time he stops crossing things off his list and then he goes into a coma and it gets worse, a lot worse. Also, while previously the storylines were funny now the want to shock also slightly and the whole concept does not work anymore really.",Not really good,1226793600,"11 16, 2008"
"I don't know what &#34;Juliette&#34; did to be cast in that role, but she's an awful actress. After watching all the seasons so far, I've come to the conclusion that her best acting is done when she's pretending to be in a coma. Aside from that, she manages little more than a furrowed brow and slightly widened eyes even when she should be acting terribly upset. She's also just had too much cosmetic surgery. The nose job is too pinched, the cheek implants don't fit her face, the dye job on her hair is too burgundy, and the botoxed upper lip fails to look attractive in any way. She sort of reminds me of the Bride of Frankenstein    just too many parts put together to make an unattractive whole. I feel bad for the woman but she's just not an actress. She should go into some line of work where she can do well instead of trying to act.",No Juliette,1396828800,"04 7, 2014"
"Boring, slow,  predictable, unsexy, unfunny.  My wife and I didn't laugh once. POOR SCRIPT. Waste of the actor's talent and our time.",Too predictable,1401753600,"06 3, 2014"
Season 3 did not start out with a bang. The story lines and even his halluciations seem to be waning. Eric McCormack was a big draw for me because of his work on Will and Grace; and i stayed with the series because of its suspensful and clever scripts. However Season 3 came in like a whisper not a bang..  Where has the suspence gone?  Even his hallucinations seem mediorce  In season one and two McCormack's acting and that of the supporting cast was &#34;no less than brillant&#34;. All the character's were so deeply rounded that you got lost in the fantasy and felt like you knew them.  But so far Painless has been painless.  Where has the unpredictability gone?  So far the hallucination characters are &#34;unknowns&#34; and play a very small role in the story.  I will still watch because this is a continuing storyline but Season 3 has lost its spark!  Sure hope &#34;the best is yet to come&#34;,Season 3 is Waning,1404086400,"06 30, 2014"
"The first several episodes were engaging, but the whole thing soon descends into cheap, stereotypical behavior and predictable plot twists. Even formulaic plots, which this one is, really can be engaging if they are done with style and imagination. But there's not much style or imagination in evidence here. Paint by number stage directions, truly annoying characters. Some of the stuff is just silly and not believable.I am on episode 6, but at this point, I'm not sure I can hack it all the way to the final episode.If I change my mind, I'll change the review.Update:I made it about 15 minutes into episode 8 before I gave up completely. My jazzessment is that this series is about 10% science fiction and fantasy. The other 90% is standard soap operatics, illustrating over and over and over and over again that spooky inexplicable disasters bring out the absolute worst in human nature. Looting, rioting, raping murdering, having babies at inconvenient times, stealing food and water and medicine, from each other, etc., etc., etc., etc.,And the fantasy? Pretty thin stuff.  Trust me. The premise is kind of klunky to begin with and it doesn't get any better.Unless you like cheesy soap operas and endless illustrations of how desperate times bring out the the absolute worst in people from small New England towns   with the occasional whiff of hokey science fiction   then watch something else.","interesting premise, nicish f/x but loaded with cheap clich&eacute;s",1379376000,"09 17, 2013"
"Among the multitude of new show constantly being pushed on one network or another, it is refreshing to have such an enjoyable show.  I'll admit to not having watched the show until now, but I am hooked and you will be as well.",Refreshing,1402876800,"06 16, 2014"
The show is somewhat entertaining nothing that will make you laugh for hours. But if you need something to watch while eating its entertaining.,Mixed emotions,1386460800,"12 8, 2013"
"If you like Scarrrrry ghost stories, this one is very scary. All stories are true and the stories told are the type of stories that will keep you thinking even after it's over!! You won't be dissapointed. Season Two & Three are the best. But Season 1 is not so bad I would give Season 1 a 4 star!",This will scare your pants off!,1399852800,"05 12, 2014"
"Vital historical information presented  with vivid photographs. Makes viewer feel part of history or if old enough to have experienced it, remember this momentous time and effective leader.",Great Leader,1400544000,"05 20, 2014"
"This episode wasn't very good. Similar humour to Workaholics, but definitely not as funny.  If it got picked up, I might give it another chance.  The characters are decent and the premise might work, but not many of the jokes land.",Generic,1366761600,"04 24, 2013"
"Good premise. It's the talent that keeps me.Tim Gunn is an insightful wonderful teacher, mentor. I look forward to seeing more unique perspectives in this industry.",Under The Gunn Has Great Promise.,1395705600,"03 25, 2014"
"When are us lowly  underlings  SD people going to get to watch these Prime originals.You  know the 65.00 we that we paid on our yearly fee to watch these shows.It says ALSO IN STANDARD DEFINITION,But it's not !!!!!!!I called about the problem  at the beginning of February, and the rep said, should have that  ready for you in a couple of days,..Come on Amazon ??????,..DO SOMETHING ABOUT IT !!!!Some of us think HD is crap !",SD FOR ORIGINALS !!!!!!!!!!!!!!,1393545600,"02 28, 2014"
"Good grief girls grow up!!!!! You are putting Chicago in a horrible light, We  watched only because we are from Chicago, but we couldn't stop laughing  their antics were crazy.  Leah and Wolf were my favorites. Love the faces that Renee makes.",Mob Girls,1398211200,"04 23, 2014"
"I don't think there will be a season 2 because this isn't a drama, it's more of a reality experiment that failed during the three months a group of people divided by caste; servants versus a British lordly family living in a 96 room restored manor house in the very early 1900's complete with two bathing rooms, chamber pots and a wood burning stove for the chef.Speaking of the chef, there were several close up shots of the man's hand's complete with dirty hands and especially blackened nails. That was too much reality for me even though I watched all the segments hoping 'til the bitter end for someone to explain the purpose of it all   I still don't know............",I'll pass on the DVD,1384387200,"11 14, 2013"
"While the actors (especially Tambor) are quite good, the entire premise of the show is shallow and uninteresting.  Yes, the whole family has issues, but guess what, they are all sex!  The daughter likes a little S M (who cares), the dad is a cross dresser (who cares), the other daughter (wife mother) is a college lesbian (well, maybe her husband cares... but maybe not).  Maybe these would be show worthy conflicts in 1970s North Dakota, but in 2014 LA I don't think anyone would notice.  The show just felt flat and predictable, without a true challenge worthy of the actors.",White people problems,1391731200,"02 7, 2014"
"Well cast, well plotted and well acted, it has excellent production values.  I highly recommend this series!  A study of good and evil with some excellent plot twists.",Well worth it!,1397779200,"04 18, 2014"
"I should have listen to all the reviews that gave this movie 3 stars. I'm not saying the movie was trouble ,but it was torn between sweet and bitter moments of intresting tales of 19centry AD. I felt that the writters; of this movie could have delivered a little more to keep the audience near the screen. Hopfully, it will be a remake of &#34;pompeii&#34; like they remade the movie &#34;Hercules&#34; 3 stars is sufficient for this movie and nothing more. I was expecting a great deal more!",Bitter Sweet movie!,1401062400,"05 26, 2014"
"I was very disappointed in this production; I suppose there are only so many ways to bring to film the events and tragedies of the Kennedy family, before it becomes simply a rehashing of commonly known facts. This in no way compares to the 1983 NBC Miniseries ""The Kennedy's"", for one's money that is DVD to purchase.",Huge Disappointment,1334275200,"04 13, 2012"
"I didn't have high hopes for this film initially because I had not heard of it and it had 2 well known actors in it. I was pleasantly surprised. The acting was good as expected, but the story was compelling as well. The only thing that kept me from giving it the 5th star is the abrupt ending. I was so wrapped up in the story I was expecting and wanting more.David DonnellyColorado",AWESOME!!!!!!!!!!!!!!,1378771200,"09 10, 2013"
Melissa & Joey finally get together this season and much hilarity ensues. I love watching these two actors in new roles. I grew up watching them on Blossom and Clarissa Explains It All.,So far so good,1395705600,"03 25, 2014"
I love The Walking Dead Season 4. I can't believe the killed off Herschel. I can't wait until the Mid Season starts back on February 9th!,GREAT SEASON,1391472000,"02 4, 2014"
"I really didn't see it as attacking Christianity. It was supposed to be a commentary on how self righteous the bible belt frequently tends to get. And I think this is what had viewers (particularly in the region) up in arms. Hell hath no fury like somebody whose flaws are uncovered for all the world to see and critique.All of this said, I myself personally did not find the show appealing.First, it replaced my favorite series Pan Am. Strike One. So I was already naturally bound to come in with a bit of skepticism  even when it says there is satire of my 'home region'.  They should have moved the series for a different night and or time. And just kept the good show on.Go with what already works. Give yourselves time to workout problems with the new show and build up a 'new' audience.Strike two. These women acted like my stepmother! The big hair, holier than thou blond bimbo bombshell diva routine, just was not personally funny in any television script. The series main character is starting over after herself having been a you know what. So there was potentially room here to successfully build in audience. Most people like to see underdogs succeed against tremendous odds.But she still contends with 'the attitude' from her peer group. I already get enough of this off camera. And television is supposed to be a relaxing escape from real life. It's not supposed to ailenate the viewing audience ourself from  yes, boredom. People aren't going to watch a 'sitcom' rehashing reality. The odds which she was supposed to come up against were the wrong ones to successfully hold audience interest for a weekly sitcom drama.It just wasn't 'fun' viewing. Sorry ABC.",The Blond Bomb,1347580800,"09 14, 2012"
I watched the first season and thought it was very entertaining and thought provoking. started this season and was disappointed at the change of venue.,Ok,1362787200,"03 9, 2013"
My granddaughter is a fan of Go Diego when she comes to my house she asks to watch it.  She is 3 1 2 and will sit through the whole show. she likes the adventure shows! So anything Diego is a hit.,Go Diego Go,1393459200,"02 27, 2014"
"If you like more legal dramas with lots of white people this is good one.  It's about a white lawyer that helps out another white guy who does not have a law degree and together they work at a 90% white legal firm battling other white people.  It's a great show, I love it, but it is very white.  Even the box art has a white background, sometimes the characters drink white wine, eat white bread and they always wear white shirts. I'm hoping in season three someone wears a green shirt and shake things up a bit.",This is a great show about white lawyers,1346284800,"08 30, 2012"
"I was thrilled when I read the list of actors in the cast, and I had expected great things   but the show didn't meet my expectations. The acting, for the most part, was just okay. The brief sex scenes did nothing for the show and actually came across as bumbling and  dumb. The storyline, itself, was a huge cliche. If they decide to continue with this series, they really need to clean up their act. I didn't hate the pilot, but I didn't love it, either.  It's just... okay.",I Wanted to Love This...,1391731200,"02 7, 2014"
